playerId,name,positionCode,teamId,teamAbbrev,lastTeamId,lastTeamAbbrev,lastSeasonId,sweaterNumber,active,height,heightInCentimeters,weightInPounds,weightInKilograms,birthCity,birthStateProvince,birthCountry,update_ts
8468198,Jason Lehoux,L,NA,NA,15,WSH,NA,NA,FALSE,6'2",188,208,94,Ste-Marie,Quebec,CAN,2024-02-09 18:34:29.0241
8457043,Joni Lehto,D,NA,NA,2,NYI,NA,NA,FALSE,6'0",183,175,79,Turku,NA,FIN,2024-02-09 18:34:29.0241
8447376,Henry Lehvonen,D,NA,NA,NA,NA,19741975,6,FALSE,5'11",180,200,90,Sarnia,Ontario,CAN,2024-02-09 18:34:29.0241
8483168,Matt Leon,G,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,170,77,Pineville,North Carolina,USA,2024-02-09 18:34:29.0241
8457050,Jon Leonard,D,NA,NA,5,PIT,NA,NA,FALSE,6'0",183,172,77,Bedford,New Hampshire,USA,2024-02-09 18:34:29.0241
8471944,Guillaume Lepine,D,NA,NA,9,OTT,NA,NA,FALSE,6'4",193,210,95,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8476378,Alex Lepkowski,D,NA,NA,7,BUF,NA,NA,FALSE,6'3",191,216,97,West Seneca,New York,USA,2024-02-09 18:34:29.0241
8481170,Jackson Leppard,L,NA,NA,14,TBL,NA,NA,FALSE,6'2",188,197,89,North Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8474516,Bryan Lerg,C,NA,NA,28,SJS,20152016,11,FALSE,5'10",178,175,79,Livonia,Michigan,USA,2024-02-09 18:34:29.0241
8459022,Lee Leslie,L,NA,NA,28,SJS,NA,NA,FALSE,6'4",193,191,86,Prince George,British Columbia,CAN,2024-02-09 18:34:29.0241
8476011,Jonathan Lessard,R,NA,NA,23,VAN,NA,NA,FALSE,6'1",185,177,80,St. Eustache,Quebec,CAN,2024-02-09 18:34:29.0241
8447469,Jack Leswick,C,NA,NA,NA,NA,19331934,9,FALSE,5'6",168,155,70,Saskatoon,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8477983,Maxim Letunov,C,NA,NA,3,NYR,20192020,59,FALSE,6'4",193,180,81,Moscow,NA,RUS,2024-02-09 18:34:29.0241
8457060,Paul Levesque,D,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,185,83,Lachute,Quebec,CAN,2024-02-09 18:34:29.0241
8447474,Danny Lewicki,L,NA,NA,NA,NA,19581959,8,FALSE,5'8",173,147,66,Fort William,Ontario,CAN,2024-02-09 18:34:29.0241
8477427,Tobias Lindberg,R,NA,NA,54,VGK,20152016,25,FALSE,6'3",191,215,97,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8448853,Pelle Lindbergh,G,NA,NA,NA,NA,19851986,31,FALSE,5'9",175,198,89,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8476989,Petteri Lindbohm,D,NA,NA,13,FLA,20212022,40,FALSE,6'3",191,198,89,Helsinki,NA,FIN,2024-02-09 18:34:29.0241
8460045,Jamie Linden,R,NA,NA,23,VAN,19941995,42,FALSE,6'5",196,195,88,Medicine Hat,Alberta,CAN,2024-02-09 18:34:29.0241
8478101,Jaden Lindo,R,NA,NA,5,PIT,NA,52,FALSE,6'2",188,211,95,Brampton,Ontario,CAN,2024-02-09 18:34:29.0241
8466017,Jamie Ling,C,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,190,86,Charlottetown,Prince Edward Island,CAN,2024-02-09 18:34:29.0241
8470370,Charles Linglet,L,NA,NA,22,EDM,20092010,36,FALSE,6'2",188,205,92,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8480739,Jake Linhart,D,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,185,83,Brookfield,Wisconsin,USA,2024-02-09 18:34:29.0241
8457076,Anthony Link,D,NA,NA,4,PHI,NA,NA,FALSE,6'2",188,205,92,Anchorage,Alaska,USA,2024-02-09 18:34:29.0241
8448862,Owen Lloyd,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,200,90,North Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8460682,Mike Loach,C,NA,NA,2,NYI,NA,NA,FALSE,6'1",185,181,81,New Liskeard,Ontario,CAN,2024-02-09 18:34:29.0241
8457564,Thomas O'Toole,G,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Picton,Ontario,CAN,2024-02-09 18:34:29.0241
8484094,Eddie Oatman,R,NA,NA,NA,NA,NA,NA,FALSE,5'8",173,155,70,Springford,Ontario,CAN,2024-02-09 18:34:29.0241
8483172,Anand Oberoi,G,NA,NA,NA,NA,NA,NA,FALSE,6'4",193,165,74,Kanata,Ontario,CAN,2024-02-09 18:34:29.0241
8478103,Adam Ollas Mattsson,D,NA,NA,20,CGY,NA,68,FALSE,6'5",196,216,97,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8480841,Jacob Olofsson,C,NA,NA,8,MTL,NA,NA,FALSE,6'2",188,192,86,Pitea,NA,SWE,2024-02-09 18:34:29.0241
8457581,Daniel Olson,G,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Bemidji,Minnesota,USA,2024-02-09 18:34:29.0241
8469986,Drew Omicioli,L,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,175,79,West Warwick,Rhode Island,USA,2024-02-09 18:34:29.0241
8471268,Victor Oreskovich,R,NA,NA,23,VAN,20112012,38,FALSE,6'3",191,215,97,Whitby,Ontario,CAN,2024-02-09 18:34:29.0241
8481430,Zach Osburn,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,192,86,Plymouth,Michigan,USA,2024-02-09 18:34:29.0241
8483973,Ryley Osland,G,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,194,87,St. Albert,Alberta,CAN,2024-02-09 18:34:29.0241
8468505,Steve Ott,C,NA,NA,8,MTL,20162017,92,FALSE,6'0",183,193,87,Summerside,Prince Edward Island,CAN,2024-02-09 18:34:29.0241
8478937,Turner Ottenbreit,D,NA,NA,21,COL,NA,49,FALSE,6'3",191,192,86,Yorkton,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8448076,Eddie Ouellette,C,NA,NA,NA,NA,19351936,16,FALSE,5'9",175,181,81,Ottawa,Ontario,CAN,2024-02-09 18:34:29.0241
8480391,Alex Overhardt,C,NA,NA,18,NSH,NA,NA,FALSE,6'0",183,190,86,Denver,Colorado,USA,2024-02-09 18:34:29.0241
8480444,Steven Owre,C,NA,NA,22,EDM,NA,NA,FALSE,5'11",180,176,79,Rocklin,California,USA,2024-02-09 18:34:29.0241
8450090,John Paddock,R,NA,NA,NA,NA,19821983,12,FALSE,6'3",191,187,84,Brandon,Manitoba,CAN,2024-02-09 18:34:29.0241
8459480,Kevin Paden,C,NA,NA,22,EDM,NA,NA,FALSE,6'3",191,175,79,Woodhaven,Michigan,USA,2024-02-09 18:34:29.0241
8475679,Jarod Palmer,C,NA,NA,30,MIN,20112012,79,FALSE,6'0",183,200,90,Fridley,Minnesota,USA,2024-02-09 18:34:29.0241
8479210,Drew Palmisano,G,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,165,74,Ann Arbor,Michigan,USA,2024-02-09 18:34:29.0241
8457605,Scott Paluch,D,NA,NA,19,STL,NA,NA,FALSE,6'2",188,189,85,Chicago,Illinois,USA,2024-02-09 18:34:29.0241
8457608,Christopher Panek,D,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,215,97,Buffalo,New York,USA,2024-02-09 18:34:29.0241
8467372,Justin Papineau,C,NA,NA,1,NJD,20032004,26,FALSE,5'11",180,180,81,Ottawa,Ontario,CAN,2024-02-09 18:34:29.0241
8459136,Daniel Paradis,C,NA,NA,2,NYI,NA,NA,FALSE,6'2",188,185,83,Jonquiere,Quebec,CAN,2024-02-09 18:34:29.0241
8475083,Drew Paris,D,NA,NA,11,ATL,NA,NA,FALSE,6'4",193,200,90,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8450196,J.P. Parise,L,NA,NA,30,MIN,19781979,11,FALSE,5'8",173,176,79,Smooth Rock Falls,Ontario,CAN,2024-02-09 18:34:29.0241
8480669,Justin Parizek,R,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,198,89,Lakeville,Minnesota,USA,2024-02-09 18:34:29.0241
8457616,Brian Parrott,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,165,74,Tonawanda,New York,USA,2024-02-09 18:34:29.0241
8467561,Yevgeny Pastukh,L,NA,NA,19,STL,NA,NA,FALSE,5'11",180,178,80,Kharkov,NA,UKR,2024-02-09 18:34:29.0241
8448096,Lynn Patrick,C,NA,NA,NA,NA,19451946,9,FALSE,6'1",185,192,86,Victoria,British Columbia,CAN,2024-02-09 18:34:29.0241
8450218,Steve Patrick,R,NA,NA,NA,NA,19851986,11,FALSE,6'3",191,205,92,Winnipeg,Manitoba,CAN,2024-02-09 18:34:29.0241
8448099,Butch Paul,C,NA,NA,NA,NA,19641965,14,FALSE,5'11",180,160,72,Rocky Mountain House,Alberta,CAN,2024-02-09 18:34:29.0241
8477016,Cody Payne,R,NA,NA,13,FLA,NA,60,FALSE,6'2",188,201,90,London,NA,GBR,2024-02-09 18:34:29.0241
8457636,Davis Payne,L,NA,NA,6,BOS,19961997,17,FALSE,6'1",185,190,86,King City,Ontario,CAN,2024-02-09 18:34:29.0241
8457640,Rob Pearson,R,NA,NA,23,VAN,19961997,12,FALSE,6'3",191,206,93,Oshawa,Ontario,CAN,2024-02-09 18:34:29.0241
8476388,Andrey Pedan,D,NA,NA,5,PIT,20152016,73,FALSE,6'5",196,213,96,Kaunas,NA,LTU,2024-02-09 18:34:29.0241
8475633,Jody Pederson,D,NA,NA,NA,NA,NA,NA,FALSE,6'3",191,210,95,Smithers,British Columbia,CAN,2024-02-09 18:34:29.0241
8480080,Vince Pedrie,D,NA,NA,3,NYR,NA,74,FALSE,6'0",183,190,86,Chicago,Illinois,USA,2024-02-09 18:34:29.0241
8474061,Anthony Peluso,R,NA,NA,20,CGY,20182019,16,FALSE,6'3",191,225,101,North York,Ontario,CAN,2024-02-09 18:34:29.0241
8460739,Mike Peluso,R,NA,NA,4,PHI,20032004,22,FALSE,6'1",185,208,94,Bismarck,North Dakota,USA,2024-02-09 18:34:29.0241
8471461,Nathan Perkovich,R,NA,NA,1,NJD,NA,49,FALSE,6'5",196,210,95,Canton,Michigan,USA,2024-02-09 18:34:29.0241
8460926,Nicolas Perreault,L,NA,NA,32,QUE,NA,NA,FALSE,5'11",180,197,89,Warwick,Quebec,CAN,2024-02-09 18:34:29.0241
8481861,Andrew Perrott,D,NA,NA,16,CHI,NA,NA,FALSE,5'10",178,217,98,Westlake,Ohio,USA,2024-02-09 18:34:29.0241
8480940,Joel Persson,D,NA,NA,24,ANA,20192020,36,FALSE,5'11",180,170,77,Osby,NA,SWE,2024-02-09 18:34:29.0241
8479279,Alex Petan,R,NA,NA,30,MIN,NA,NA,FALSE,5'9",175,181,81,Delta,British Columbia,CAN,2024-02-09 18:34:29.0241
8483866,Brayden Peters,G,NA,NA,21,COL,NA,NA,FALSE,6'1",185,205,92,Taber,Alberta,CAN,2024-02-09 18:34:29.0241
8448134,Frank Peters,D,NA,NA,NA,NA,19301931,4,FALSE,5'11",180,160,72,Rouses Point,New York,USA,2024-02-09 18:34:29.0241
8477308,Avery Peterson,C,NA,NA,30,MIN,NA,NA,FALSE,6'3",191,209,94,Grand Rapids,Minnesota,USA,2024-02-09 18:34:29.0241
8450341,Brent Peterson,C,NA,NA,NA,NA,19881989,20,FALSE,6'0",183,190,86,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8459415,Brent Peterson,L,NA,NA,18,NSH,19981999,17,FALSE,6'3",191,195,88,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8466273,Henrik Petre,D,NA,NA,15,WSH,NA,NA,FALSE,6'1",185,187,84,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8471402,Lennart Petrell,L,NA,NA,22,EDM,20122013,37,FALSE,6'3",191,215,97,Helsinki,NA,FIN,2024-02-09 18:34:29.0241
8469678,Neil Petruic,D,NA,NA,9,OTT,NA,NA,FALSE,6'1",185,183,82,Regina,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8448138,Eric Pettinger,L,NA,NA,NA,NA,19301931,10,FALSE,6'0",183,175,79,North Bierley,NA,GBR,2024-02-09 18:34:29.0241
8450350,Lyle Phair,D,NA,NA,NA,NA,19871988,27,FALSE,6'0",183,189,85,Pilot Mound,Manitoba,CAN,2024-02-09 18:34:29.0241
8480052,Clayton Phillips,D,NA,NA,5,PIT,NA,NA,FALSE,5'11",180,182,82,Edina,Minnesota,USA,2024-02-09 18:34:29.0241
8448148,Roger Picard,R,NA,NA,NA,NA,19671968,9,FALSE,6'0",183,200,90,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8450384,Randy Pierce,R,NA,NA,NA,NA,19841985,7,FALSE,6'0",183,187,84,Arnprior,Ontario,CAN,2024-02-09 18:34:29.0241
8467567,Petja Pietilainen,L,NA,NA,17,DET,NA,NA,FALSE,5'11",180,177,80,Jyvaskyla,NA,FIN,2024-02-09 18:34:29.0241
8473973,Antti Pihlstrom,L,NA,NA,18,NSH,20082009,42,FALSE,5'11",180,190,86,Vantaa,NA,FIN,2024-02-09 18:34:29.0241
8483018,Simon Pinard,R,NA,NA,54,VGK,NA,NA,FALSE,5'11",180,190,86,Drummondville,Quebec,CAN,2024-02-09 18:34:29.0241
8468622,Michael Pinc,C,NA,NA,28,SJS,NA,NA,FALSE,5'11",180,180,81,Most,NA,CZE,2024-02-09 18:34:29.0241
8466336,Kamil Piros,R,NA,NA,13,FLA,20032004,20,FALSE,6'0",183,195,88,Most,NA,CZE,2024-02-09 18:34:29.0241
8460726,Tomas Pisa,R,NA,NA,28,SJS,NA,NA,FALSE,6'1",185,185,83,Pardubice,NA,CZE,2024-02-09 18:34:29.0241
8474822,Matthew Pistilli,R,NA,NA,12,CAR,NA,46,FALSE,6'2",188,219,99,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8459677,Mark Pivetz,D,NA,NA,28,SJS,NA,NA,FALSE,6'3",191,205,92,Edmonton,Alberta,CAN,2024-02-09 18:34:29.0241
8476328,Petr Placek,R,NA,NA,4,PHI,NA,NA,FALSE,6'4",193,210,95,Slany,NA,CZE,2024-02-09 18:34:29.0241
8480770,Adam Plant,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,170,77,Penticton,British Columbia,CAN,2024-02-09 18:34:29.0241
8474046,Alex Plante,D,NA,NA,22,EDM,20112012,48,FALSE,6'4",193,230,104,Brandon,Manitoba,CAN,2024-02-09 18:34:29.0241
8450468,Michel Plasse,G,NA,NA,NA,NA,19811982,31,FALSE,5'10",178,174,78,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8450470,Jim Playfair,D,NA,NA,16,CHI,19881989,20,FALSE,6'4",193,200,90,Vanderhoof,British Columbia,CAN,2024-02-09 18:34:29.0241
8468081,Vaclav Pletka,L,NA,NA,16,CHI,20012002,11,FALSE,5'11",180,182,82,Boleslav,NA,CZE,2024-02-09 18:34:29.0241
8468614,Peter Podhradsky,D,NA,NA,24,ANA,NA,NA,FALSE,6'2",188,190,86,Bratislava,NA,SVK,2024-02-09 18:34:29.0241
8482443,Jack Poehling,C,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,174,78,Lakeville,Minnesota,USA,2024-02-09 18:34:29.0241
8481424,Taniel Pogharian,G,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,2024-02-09 18:34:29.0241
8457695,Troy Pohl,L,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,174,78,Winnipeg,Manitoba,CAN,2024-02-09 18:34:29.0241
8448167,Bud Poile,R,NA,NA,NA,NA,19491950,34,FALSE,6'0",183,189,85,Fort William,Ontario,CAN,2024-02-09 18:34:29.0241
8479589,Colton Point,G,NA,NA,25,DAL,NA,32,FALSE,6'5",196,230,104,North Bay,Ontario,CAN,2024-02-09 18:34:29.0241
8448173,Tom Polanic,D,NA,NA,NA,NA,19701971,24,FALSE,6'3",191,205,92,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8469817,Randy Ponte,R,NA,NA,20,CGY,NA,NA,FALSE,5'11",180,210,95,Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8459221,Brent Pope,D,NA,NA,22,EDM,NA,NA,FALSE,6'2",188,205,92,Hamilton,Ontario,CAN,2024-02-09 18:34:29.0241
8483318,Jimmy Poreda,G,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,216,97,Buffalo,New York,USA,2024-02-09 18:34:29.0241
8457707,Ken Porteous,G,NA,NA,NA,NA,NA,NA,FALSE,6'3",191,209,94,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8472257,Lyon Porter,R,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,195,88,Shaker Heights,Ohio,USA,2024-02-09 18:34:29.0241
8448179,Jack Portland,D,NA,NA,NA,NA,19421943,11,FALSE,6'2",188,185,83,Waubaushene,Ontario,CAN,2024-02-09 18:34:29.0241
8464990,Marek Posmyk,D,NA,NA,14,TBL,20002001,18,FALSE,6'5",196,209,94,Jihlava,NA,CZE,2024-02-09 18:34:29.0241
8459638,Vladimir Potapov,L,NA,NA,27,PHX,NA,NA,FALSE,6'2",188,187,84,Elektrostal,NA,RUS,2024-02-09 18:34:29.0241
8468427,Brian Pothier,D,NA,NA,12,CAR,20092010,5,FALSE,6'0",183,204,92,New Bedford,Massachusetts,USA,2024-02-09 18:34:29.0241
8468890,Jeffrey Potter,D,NA,NA,9,OTT,NA,NA,FALSE,6'2",188,210,95,Pittsburgh,Pennsylvania,USA,2024-02-09 18:34:29.0241
8479611,Nicolas Poulin,L,NA,NA,8,MTL,NA,NA,FALSE,6'2",188,203,91,Blainville,Quebec,CAN,2024-02-09 18:34:29.0241
8477307,Robin Press,D,NA,NA,16,CHI,NA,NA,FALSE,6'3",191,209,94,Uppsala,NA,SWE,2024-02-09 18:34:29.0241
8457728,John Preston,C,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Arlington,Massachusetts,USA,2024-02-09 18:34:29.0241
8468702,Marek Priechodsky,D,NA,NA,14,TBL,NA,NA,FALSE,6'2",188,194,87,Bratislava,NA,SVK,2024-02-09 18:34:29.0241
8469668,David Printz,D,NA,NA,4,PHI,20062007,54,FALSE,6'5",196,220,99,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8448212,Goldie Prodgers,C,NA,NA,NA,NA,19241925,5,FALSE,5'10",178,180,81,London,Ontario,CAN,2024-02-09 18:34:29.0241
8457730,Parie Proft,D,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,187,84,Barrhead,Alberta,CAN,2024-02-09 18:34:29.0241
8450566,Jean Pronovost,R,NA,NA,NA,NA,19811982,19,FALSE,5'10",178,165,74,Shawinigan Falls,Quebec,CAN,2024-02-09 18:34:29.0241
8448214,Marcel Pronovost,D,NA,NA,NA,NA,19691970,3,FALSE,6'0",183,190,86,Lac-à-la-Tortue,Quebec,CAN,2024-02-09 18:34:29.0241
8459492,Vinny Prospal,L,NA,NA,29,CBJ,20122013,22,FALSE,6'2",188,191,86,České Budějovice,NA,CZE,2024-02-09 18:34:29.0241
8470963,David Pszenyczny,D,NA,NA,27,PHX,NA,NA,FALSE,6'0",183,197,89,Royal Oak,Michigan,USA,2024-02-09 18:34:29.0241
8448226,Al Pudas,R,NA,NA,NA,NA,19261927,14,FALSE,5'10",178,160,72,Siikajoki,NA,FIN,2024-02-09 18:34:29.0241
8477895,Matthew Pufahl,D,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,208,94,Saskatoon,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8468137,Georgijs Pujacs,D,NA,NA,NA,NA,NA,NA,FALSE,6'1",185,185,83,Riga,NA,LVA,2024-02-09 18:34:29.0241
8462148,Dale Purinton,D,NA,NA,21,COL,20032004,32,FALSE,6'3",191,228,103,Fort Wayne,Indiana,USA,2024-02-09 18:34:29.0241
8448237,Leo Quenneville,L,NA,NA,NA,NA,19291930,12,FALSE,5'10",178,170,77,St-Anicet,Quebec,CAN,2024-02-09 18:34:29.0241
8476409,Alan Quine,C,NA,NA,22,EDM,20192020,26,FALSE,6'0",183,203,91,Belleville,Ontario,CAN,2024-02-09 18:34:29.0241
8457745,Doug Quinn,D,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,194,87,Red Deer,Alberta,CAN,2024-02-09 18:34:29.0241
8457746,Joseph Quinn,R,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,189,85,Calgary,Alberta,CAN,2024-02-09 18:34:29.0241
8457749,Ulf Radbjer,R,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,189,85,Stockholm,NA,SWE,2024-02-09 18:34:29.0241
8468554,Igor Radulov,L,NA,NA,16,CHI,20032004,50,FALSE,6'1",185,186,84,Nizhny Novgorod,NA,RUS,2024-02-09 18:34:29.0241
8474225,Nate Raduns,R,NA,NA,4,PHI,20082009,60,FALSE,6'3",191,212,95,Sauk Rapids,Minnesota,USA,2024-02-09 18:34:29.0241
8457762,Marty Raus,D,NA,NA,NA,NA,NA,NA,FALSE,6'3",191,205,92,Mississauga,Ontario,CAN,2024-02-09 18:34:29.0241
8483110,Anri Ravinskis,R,NA,NA,53,ARI,NA,NA,FALSE,6'2",188,186,84,Riga,NA,LVA,2024-02-09 18:34:29.0241
8457765,Al Raymond,L,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,187,84,Ottawa,Ontario,CAN,2024-02-09 18:34:29.0241
8448250,Armand Raymond,D,NA,NA,NA,NA,19391940,15,FALSE,5'9",175,185,83,Mechanicsville,New York,USA,2024-02-09 18:34:29.0241
8459322,Eric Raymond,G,NA,NA,8,MTL,NA,NA,FALSE,5'10",178,178,80,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8448251,Paul Raymond,R,NA,NA,NA,NA,19341935,15,FALSE,5'8",173,150,68,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8450725,Mark Recchi,R,NA,NA,6,BOS,20102011,28,FALSE,5'10",178,195,88,Kamloops,British Columbia,CAN,2024-02-09 18:34:29.0241
8478448,Chaz Reddekopp,D,NA,NA,26,LAK,NA,82,FALSE,6'3",191,219,99,Abbotsford,British Columbia,CAN,2024-02-09 18:34:29.0241
8457774,Jamie Reeves,G,NA,NA,NA,NA,NA,NA,FALSE,5'8",173,150,68,Melville,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8448298,Bill Regan,D,NA,NA,NA,NA,19321933,11,FALSE,6'1",185,190,86,Creighton Mines,Ontario,CAN,2024-02-09 18:34:29.0241
8467344,Robyn Regehr,D,NA,NA,26,LAK,20142015,44,FALSE,6'3",191,222,100,Recife,NA,BRA,2024-02-09 18:34:29.0241
8468650,Erik Reitz,D,NA,NA,10,TOR,20082009,3,FALSE,6'1",185,222,100,Detroit,Michigan,USA,2024-02-09 18:34:29.0241
8457785,Mikael Renberg,R,NA,NA,10,TOR,20032004,19,FALSE,6'2",188,235,106,Pitea,NA,SWE,2024-02-09 18:34:29.0241
8466072,Brian Renfrew,G,NA,NA,NA,NA,NA,NA,FALSE,5'9",175,165,74,Anchorage,Alaska,USA,2024-02-09 18:34:29.0241
8457787,Scott Rettew,R,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,194,87,Ludlow,Massachusetts,USA,2024-02-09 18:34:29.0241
8450800,Grant Rezansoff,R,NA,NA,NA,NA,NA,NA,FALSE,6'0",183,182,82,Surrey,British Columbia,CAN,2024-02-09 18:34:29.0241
8457794,Robert Rice,D,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,Prince Edward Island,CAN,2024-02-09 18:34:29.0241
8469962,Bryan Richardson,C,NA,NA,NA,NA,NA,NA,FALSE,5'9",175,188,85,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8457805,Barry Richter,D,NA,NA,8,MTL,20002001,38,FALSE,6'2",188,200,90,Madison,Wisconsin,USA,2024-02-09 18:34:29.0241
8469682,Jake Riddle,L,NA,NA,30,MIN,NA,NA,FALSE,6'1",185,210,95,Fridley,Minnesota,USA,2024-02-09 18:34:29.0241
8483545,William Riedell,D,NA,NA,54,VGK,NA,NA,FALSE,6'2",188,198,89,Greensboro,North Carolina,USA,2024-02-09 18:34:29.0241
8457808,Heikki Riihijarvi,D,NA,NA,22,EDM,NA,NA,FALSE,6'5",196,215,97,Oulu,NA,FIN,2024-02-09 18:34:29.0241
8450843,Bill Riley,R,NA,NA,NA,NA,19791980,8,FALSE,5'11",180,195,88,Amherst,Nova Scotia,CAN,2024-02-09 18:34:29.0241
8448334,Vic Ripley,L,NA,NA,NA,NA,19341935,4,FALSE,5'8",173,170,77,Elgin,Ontario,CAN,2024-02-09 18:34:29.0241
8464860,Jean-Francois Rivard,G,NA,NA,26,LAK,NA,NA,FALSE,5'10",178,160,72,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8474606,Colby Robak,D,NA,NA,24,ANA,20142015,48,FALSE,6'3",191,194,87,Dauphin,Manitoba,CAN,2024-02-09 18:34:29.0241
8481138,Connor Roberts,R,NA,NA,5,PIT,NA,NA,FALSE,6'4",193,193,87,Owen Sound,Ontario,CAN,2024-02-09 18:34:29.0241
8450104,Moe Roberts,G,NA,NA,NA,NA,19511952,1,FALSE,5'9",175,165,74,Waterbury,Connecticut,USA,2024-02-09 18:34:29.0241
8469139,Colin Robinson,G,NA,NA,NA,NA,NA,NA,FALSE,5'11",180,190,86,Stoneham,Massachusetts,USA,2024-02-09 18:34:29.0241
8459483,Dave Roche,L,NA,NA,1,NJD,20012002,51,FALSE,6'4",193,230,104,Lindsay,Ontario,CAN,2024-02-09 18:34:29.0241
8482004,Derek Mohney,G,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,2024-02-09 18:34:29.0241
8470561,Mike Mole,G,NA,NA,2,NYI,NA,60,FALSE,5'10",178,185,83,Pictou,Nova Scotia,CAN,2024-02-09 18:34:29.0241
8477534,Domenic Monardo,R,NA,NA,15,WSH,NA,NA,FALSE,5'11",180,190,86,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8470836,Benoit Mondou,C,NA,NA,6,BOS,NA,NA,FALSE,5'10",178,165,74,Montréal,Quebec,CAN,2024-02-09 18:34:29.0241
8469140,Stephen Moon,D,NA,NA,25,DAL,NA,NA,FALSE,6'5",196,237,107,Regina,Saskatchewan,CAN,2024-02-09 18:34:29.0241
8468575,Dominic Moore,C,NA,NA,10,TOR,20172018,20,FALSE,6'0",183,192,86,Thornhill,Ontario,CAN,2024-02-09 18:34:29.0241
8471173,Jake Moreland,G,NA,NA,NA,NA,NA,NA,FALSE,6'2",188,190,86,Grand Forks,North Dakota,USA,2024-02-09 18:34:29.0241
8457423,Steve Moria,C,NA,NA,NA,NA,NA,NA,FALSE,5'10",178,180,81,Vancouver,British Columbia,CAN,2024-02-09 18:34:29.0241
8479436,Kevin Morris,L,NA,NA,NA,NA,NA,NA,FALSE,6'4",193,205,92,Massena,New York,USA,2024-02-09 18:34:29.0241
8468866,Stephen Morris,R,NA,NA,16,CHI,NA,NA,FALSE,5'10",178,195,88,Sudbury,Ontario,CAN,2024-02-09 18:34:29.0241
8449706,George Morrison,L,NA,NA,NA,NA,19711972,10,FALSE,6'0",183,174,78,Toronto,Ontario,CAN,2024-02-09 18:34:29.0241
8457434,Michael Morrison,L,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,Brantford,Ontario,CAN,2024-02-09 18:34:29.0241
